                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                0.93032,                0.72734,                 1.1446,                0.85196,                0.83914,                0.84282,                0.62429,                0.89897,                0.75805,                 1.1217,              0.0018416,              0.0018416,              0.0018416
                     13,                0.92419,                 0.7098,                 1.1486,                0.86001,                 0.8464,                0.88232,                0.66856,                0.89356,                0.72817,                 1.1251,              0.0018258,              0.0018258,              0.0018258
                     14,                 0.9234,                0.69996,                 1.1478,                0.85489,                0.87932,                0.88276,                0.65606,                0.89058,                0.65109,                 1.1253,              0.0018099,              0.0018099,              0.0018099
                     15,                0.89243,                0.64834,                 1.1268,                0.89195,                0.85878,                0.89852,                0.68912,                0.87721,                0.60233,                 1.1021,              0.0017941,              0.0017941,              0.0017941
                     16,                0.91458,                0.66617,                 1.1371,                 0.8512,                0.87349,                0.89092,                0.68726,                0.86384,                0.61612,                  1.104,              0.0017782,              0.0017782,              0.0017782
                     17,                0.87373,                0.65285,                 1.1205,                 0.8858,                0.84156,                 0.8668,                0.66623,                0.84041,                0.67054,                 1.0873,              0.0017624,              0.0017624,              0.0017624
                     18,                0.87398,                0.66345,                  1.122,                0.87746,                0.85993,                0.89154,                0.70102,                0.82356,                0.59077,                 1.0701,              0.0017466,              0.0017466,              0.0017466
                     19,                0.88367,                0.63408,                 1.1235,                0.88089,                0.87456,                0.90488,                0.69551,                0.84172,                   0.56,                  1.079,              0.0017307,              0.0017307,              0.0017307
                     20,                 0.8643,                0.62244,                 1.1072,                0.86951,                0.88978,                0.92158,                0.70559,                0.83102,                0.55524,                 1.0724,              0.0017149,              0.0017149,              0.0017149
                     21,                0.86221,                0.62267,                  1.107,                0.88083,                0.87256,                0.89837,                  0.699,                0.81039,                 0.5598,                  1.066,               0.001699,               0.001699,               0.001699
                     22,                 0.8605,                0.60222,                 1.1106,                0.88982,                0.88082,                0.91203,                0.69926,                0.84227,                0.59289,                  1.077,              0.0016832,              0.0016832,              0.0016832
                     23,                0.86434,                0.61104,                 1.1046,                0.87445,                0.86912,                0.89483,                0.69183,                0.84443,                0.58771,                 1.0879,              0.0016674,              0.0016674,              0.0016674
                     24,                0.85913,                0.60371,                 1.1031,                0.86319,                0.89102,                0.90852,                0.70839,                0.82027,                 0.5727,                 1.0817,              0.0016515,              0.0016515,              0.0016515
                     25,                0.83294,                0.57702,                 1.0913,                0.87659,                0.88073,                0.90851,                0.71585,                0.81619,                0.53785,                 1.0647,              0.0016357,              0.0016357,              0.0016357
                     26,                0.82986,                0.58904,                  1.096,                0.85942,                0.89208,                0.91141,                0.72128,                0.78562,                0.52938,                 1.0421,              0.0016198,              0.0016198,              0.0016198
                     27,                0.83303,                0.60103,                 1.0899,                0.89295,                0.86682,                0.91086,                0.70672,                0.82139,                0.58134,                 1.0747,               0.001604,               0.001604,               0.001604
                     28,                0.82183,                0.56291,                 1.0804,                0.87989,                0.88519,                0.87905,                0.67834,                0.86212,                 0.5768,                 1.0833,              0.0015882,              0.0015882,              0.0015882
                     29,                0.81954,                0.56068,                 1.0858,                0.86771,                0.88289,                0.91455,                0.72265,                0.79099,                 0.5359,                 1.0468,              0.0015723,              0.0015723,              0.0015723
                     30,                0.81047,                0.56369,                 1.0821,                0.88074,                0.84785,                0.91202,                0.72245,                0.81331,                0.56911,                 1.0656,              0.0015565,              0.0015565,              0.0015565
                     31,                0.82066,                0.55922,                 1.0883,                0.86894,                0.87945,                0.92427,                 0.7188,                 0.7986,                0.54064,                 1.0508,              0.0015406,              0.0015406,              0.0015406
                     32,                0.82726,                0.57339,                 1.0858,                0.87002,                0.89093,                 0.9185,                0.72261,                0.79864,                0.54845,                  1.046,              0.0015248,              0.0015248,              0.0015248
                     33,                 0.8006,                0.55431,                 1.0789,                0.89266,                0.87371,                0.91996,                0.70941,                0.82612,                0.53953,                 1.0619,               0.001509,               0.001509,               0.001509
                     34,                 0.8182,                0.57368,                 1.0801,                0.88389,                0.88978,                 0.9285,                0.73077,                0.77287,                0.49286,                 1.0332,              0.0014931,              0.0014931,              0.0014931
                     35,                0.81247,                0.54676,                 1.0774,                0.89942,                 0.8829,                0.92713,                0.73401,                0.79089,                0.50435,                 1.0418,              0.0014773,              0.0014773,              0.0014773
                     36,                0.80887,                0.56174,                 1.0742,                0.88312,                 0.8806,                0.93623,                0.73624,                0.78445,                0.49348,                 1.0482,              0.0014614,              0.0014614,              0.0014614
                     37,                0.79581,                0.55303,                 1.0715,                0.87922,                0.87759,                0.91504,                0.72437,                0.78839,                0.51602,                 1.0501,              0.0014456,              0.0014456,              0.0014456
                     38,                0.79141,                0.52487,                 1.0756,                0.85843,                0.88404,                0.92327,                0.72957,                0.78215,                0.53119,                 1.0406,              0.0014298,              0.0014298,              0.0014298
                     39,                0.80305,                 0.5406,                 1.0731,                0.87791,                0.89989,                0.93476,                0.73332,                 0.7839,                 0.5091,                 1.0426,              0.0014139,              0.0014139,              0.0014139
                     40,                0.79513,                0.53846,                 1.0726,                0.87034,                  0.894,                 0.9359,                0.73568,                0.78479,                0.49595,                 1.0438,              0.0013981,              0.0013981,              0.0013981
                     41,                0.79313,                0.52331,                 1.0762,                0.86272,                0.90192,                0.92311,                0.72815,                0.78115,                 0.5002,                  1.035,              0.0013822,              0.0013822,              0.0013822
                     42,                0.78095,                0.52471,                 1.0725,                0.86741,                0.89323,                0.92819,                0.73607,                0.77465,                0.50784,                 1.0365,              0.0013664,              0.0013664,              0.0013664
                     43,                0.77888,                0.51656,                 1.0658,                0.88719,                0.89392,                0.92224,                0.72801,                0.80724,                0.50616,                 1.0596,              0.0013506,              0.0013506,              0.0013506
                     44,                0.77906,                0.50849,                 1.0592,                0.89333,                0.88404,                0.92501,                0.73178,                0.78624,                0.50928,                 1.0428,              0.0013347,              0.0013347,              0.0013347
                     45,                0.77242,                0.51577,                 1.0537,                0.87923,                0.88597,                0.93012,                0.74225,                0.75557,                0.49354,                 1.0221,              0.0013189,              0.0013189,              0.0013189
                     46,                0.76208,                0.51007,                  1.061,                0.88907,                0.89253,                0.93325,                0.75203,                0.75202,                0.49015,                 1.0199,               0.001303,               0.001303,               0.001303
                     47,                 0.7767,                0.50819,                 1.0591,                0.89282,                0.89897,                0.94363,                0.75818,                0.75192,                0.46504,                 1.0236,              0.0012872,              0.0012872,              0.0012872
                     48,                0.77828,                0.50411,                 1.0615,                0.88837,                0.88289,                0.93968,                0.74764,                0.76636,                0.48749,                 1.0303,              0.0012714,              0.0012714,              0.0012714
                     49,                0.75972,                0.49462,                 1.0525,                0.90792,                0.90586,                0.94876,                 0.7559,                0.75426,                 0.4515,                 1.0295,              0.0012555,              0.0012555,              0.0012555
                     50,                0.75195,                0.49041,                  1.061,                 0.8786,                0.89667,                0.93781,                0.74894,                0.75951,                0.48429,                 1.0351,              0.0012397,              0.0012397,              0.0012397
                     51,                0.75339,                0.48936,                 1.0465,                0.86998,                0.89667,                0.93987,                0.75214,                0.75962,                0.49329,                 1.0357,              0.0012238,              0.0012238,              0.0012238
                     52,                0.74704,                0.48624,                  1.043,                0.89194,                0.89077,                0.94231,                0.75374,                0.77782,                0.45811,                 1.0377,               0.001208,               0.001208,               0.001208
                     53,                0.75926,                0.49354,                 1.0512,                0.87816,                0.89093,                0.94093,                0.75241,                0.75611,                0.46967,                 1.0184,              0.0011922,              0.0011922,              0.0011922
                     54,                0.76452,                0.47825,                 1.0519,                0.87858,                0.89437,                0.94099,                0.75734,                0.74035,                0.47188,                 1.0135,              0.0011763,              0.0011763,              0.0011763
                     55,                0.73988,                0.47474,                 1.0423,                0.89875,                0.90702,                0.94781,                0.76218,                 0.7358,                0.43182,                 1.0019,              0.0011605,              0.0011605,              0.0011605
                     56,                 0.7316,                0.46326,                 1.0391,                0.91358,                0.89812,                0.95372,                0.76553,                0.74281,                0.42617,                 1.0116,              0.0011446,              0.0011446,              0.0011446
                     57,                0.73152,                0.47863,                 1.0349,                0.91326,                0.89552,                0.94551,                0.76508,                0.74086,                0.43658,                 1.0115,              0.0011288,              0.0011288,              0.0011288
                     58,                0.72874,                0.46999,                 1.0337,                0.90307,                0.90921,                0.95352,                0.76567,                0.73769,                0.43654,                 1.0147,               0.001113,               0.001113,               0.001113
                     59,                0.74384,                0.47579,                 1.0392,                0.90789,                0.89667,                0.94886,                0.76169,                0.75091,                 0.4391,                  1.023,              0.0010971,              0.0010971,              0.0010971
                     60,                0.72486,                0.46408,                  1.037,                0.91858,                0.89371,                0.95167,                0.76782,                 0.7276,                0.42966,                 1.0035,              0.0010813,              0.0010813,              0.0010813
                     61,                 0.7308,                0.46371,                 1.0369,                0.87889,                  0.907,                0.94725,                0.76311,                0.75048,                0.45693,                 1.0106,              0.0010654,              0.0010654,              0.0010654
                     62,                0.72005,                0.45324,                 1.0312,                0.89027,                0.89427,                0.94906,                0.76876,                0.72806,                0.43561,                 1.0063,              0.0010496,              0.0010496,              0.0010496
                     63,                0.72251,                0.45228,                 1.0327,                0.88564,                0.89805,                0.94352,                0.76021,                0.73526,                0.45786,                  1.012,              0.0010338,              0.0010338,              0.0010338
                     64,                0.73079,                0.45603,                 1.0294,                0.89138,                0.90454,                0.93954,                0.74755,                0.76136,                 0.4643,                 1.0202,              0.0010179,              0.0010179,              0.0010179
                     65,                0.71402,                0.44968,                 1.0247,                0.88879,                 0.9093,                0.95271,                0.76858,                0.73238,                 0.4404,                 1.0006,              0.0010021,              0.0010021,              0.0010021
                     66,                0.71602,                0.44396,                 1.0291,                0.88845,                0.90356,                0.94784,                0.76705,                0.72681,                0.43299,                 1.0006,             0.00098624,             0.00098624,             0.00098624
                     67,                0.71876,                0.45119,                 1.0302,                0.90063,                0.91504,                 0.9494,                0.76854,                0.72538,                0.43637,                 1.0005,              0.0009704,              0.0009704,              0.0009704
                     68,                0.71431,                0.44823,                 1.0242,                0.89632,                0.91314,                 0.9514,                0.76725,                0.72913,                0.42875,                 1.0042,             0.00095456,             0.00095456,             0.00095456
                     69,                0.71626,                0.44432,                 1.0284,                0.88586,                0.91779,                0.95399,                0.77377,                0.73107,                0.43031,                 1.0071,             0.00093872,             0.00093872,             0.00093872
                     70,                0.70964,                0.44005,                 1.0289,                0.88967,                0.92579,                0.95354,                0.77067,                0.72916,                0.42863,                  1.002,             0.00092288,             0.00092288,             0.00092288
                     71,                0.70665,                0.43742,                 1.0203,                0.89122,                0.91963,                0.94801,                0.77594,                0.71064,                0.42617,                0.98906,             0.00090704,             0.00090704,             0.00090704
                     72,                 0.6986,                0.43944,                  1.013,                0.90046,                 0.9116,                 0.9549,                0.77834,                0.70915,                0.42115,                0.98854,              0.0008912,              0.0008912,              0.0008912
                     73,                 0.6942,                0.42827,                 1.0089,                 0.9272,                0.90471,                0.95276,                0.77989,                0.70099,                 0.3968,                0.98501,             0.00087536,             0.00087536,             0.00087536
                     74,                0.69662,                0.43028,                 1.0151,                0.88653,                0.93341,                0.94428,                 0.7757,                0.71615,                0.43057,                0.99425,             0.00085952,             0.00085952,             0.00085952
                     75,                 0.6985,                0.43978,                 1.0246,                0.92307,                0.91274,                0.95426,                 0.7751,                0.72236,                0.40872,                0.99604,             0.00084368,             0.00084368,             0.00084368
                     76,                  0.695,                0.42335,                 1.0175,                0.89894,                0.91911,                0.95508,                 0.7851,                0.70627,                0.40341,                0.98708,             0.00082784,             0.00082784,             0.00082784
                     77,                0.69841,                0.42896,                  1.009,                0.90918,                0.93092,                0.96429,                 0.7872,                0.70992,                0.40415,                0.99015,               0.000812,               0.000812,               0.000812
                     78,                 0.6781,                0.41556,                  1.016,                0.92589,                0.91806,                0.96084,                0.78939,                0.70447,                0.38794,                 0.9823,             0.00079616,             0.00079616,             0.00079616
                     79,                0.67682,                 0.4129,                 1.0081,                0.90243,                0.93448,                0.95983,                 0.7851,                0.70473,                0.39867,                0.98358,             0.00078032,             0.00078032,             0.00078032
                     80,                0.66893,                0.41393,                 1.0059,                0.89705,                0.90471,                0.95247,                0.77894,                0.71279,                0.41494,                0.98619,             0.00076448,             0.00076448,             0.00076448
                     81,                0.67607,                0.41235,                 1.0055,                0.92932,                0.90568,                0.96226,                0.78767,                0.69807,                0.39204,                 0.9807,             0.00074864,             0.00074864,             0.00074864
                     82,                0.67127,                 0.4048,                 1.0054,                0.92467,                0.92193,                0.95858,                0.78735,                0.70228,                0.39113,                0.98959,              0.0007328,              0.0007328,              0.0007328
                     83,                0.67909,                0.40943,                 1.0066,                0.89315,                0.93341,                0.95868,                0.79057,                 0.7015,                0.38802,                0.98575,             0.00071696,             0.00071696,             0.00071696
                     84,                  0.672,                0.40219,                 1.0106,                0.91217,                0.92537,                0.96122,                0.78782,                0.70772,                0.38231,                0.98687,             0.00070112,             0.00070112,             0.00070112
                     85,                0.67764,                0.40078,                 1.0061,                0.91623,                 0.9292,                 0.9625,                0.79045,                0.70336,                0.38559,                0.98718,             0.00068528,             0.00068528,             0.00068528
                     86,                0.65616,                0.39883,                 0.9926,                0.91678,                0.92423,                0.95518,                0.78852,                0.69933,                0.39185,                0.98054,             0.00066944,             0.00066944,             0.00066944
                     87,                0.66266,                0.39563,                 1.0026,                0.92038,                0.92906,                0.95617,                 0.7935,                0.69539,                0.38481,                0.98632,              0.0006536,              0.0006536,              0.0006536
                     88,                0.66355,                0.39663,                  1.002,                0.89914,                0.92882,                0.95705,                0.78784,                0.69563,                 0.3903,                0.98454,             0.00063776,             0.00063776,             0.00063776
                     89,                0.64442,                0.39226,                 1.0021,                0.91573,                0.93341,                0.96618,                0.79467,                0.69254,                0.37732,                0.97419,             0.00062192,             0.00062192,             0.00062192
                     90,                0.66069,                 0.3932,                 1.0014,                0.90556,                0.93574,                0.96225,                0.79358,                0.68106,                0.39154,                0.97304,             0.00060608,             0.00060608,             0.00060608
                     91,                0.64028,                0.38847,                 1.0024,                0.90405,                0.93111,                0.96527,                0.79539,                0.68933,                0.38727,                0.97536,             0.00059024,             0.00059024,             0.00059024
                     92,                0.65425,                  0.388,                0.99761,                0.89774,                0.93915,                0.96125,                0.79387,                0.68622,                 0.3867,                0.97503,              0.0005744,              0.0005744,              0.0005744
                     93,                0.64336,                 0.3792,                0.99009,                0.91289,                0.93843,                0.96547,                0.79568,                0.68966,                0.37931,                0.98249,             0.00055856,             0.00055856,             0.00055856
                     94,                0.62888,                0.38044,                 0.9976,                0.91112,                0.94489,                0.96619,                0.79721,                0.68849,                0.37042,                0.98454,             0.00054272,             0.00054272,             0.00054272
                     95,                0.64368,                0.37974,                0.99538,                0.90373,                0.93915,                0.95959,                0.79494,                0.68074,                0.37721,                0.96956,             0.00052688,             0.00052688,             0.00052688
                     96,                0.62564,                0.37102,                0.99121,                0.90543,                 0.9343,                0.95679,                0.79742,                0.67716,                0.37253,                0.96764,             0.00051104,             0.00051104,             0.00051104
                     97,                0.63957,                 0.3807,                0.99329,                0.90727,                0.94489,                0.96809,                0.79783,                0.67549,                0.37189,                0.97279,              0.0004952,              0.0004952,              0.0004952
                     98,                0.62465,                0.36073,                0.98684,                 0.9219,                0.93226,                0.96887,                0.79957,                0.67651,                0.36539,                0.96831,             0.00047936,             0.00047936,             0.00047936
                     99,                0.62847,                0.37004,                  0.992,                0.91038,                0.93915,                0.96448,                0.80099,                0.67438,                0.37285,                0.96302,             0.00046352,             0.00046352,             0.00046352
                    100,                0.61979,                0.36616,                0.98418,                0.92009,                0.94145,                0.96781,                 0.8047,                0.66258,                0.36934,                0.95985,             0.00044768,             0.00044768,             0.00044768
                    101,                0.62513,                0.36853,                0.98518,                0.92297,                0.93456,                0.96814,                0.80057,                0.67847,                0.36438,                 0.9707,             0.00043184,             0.00043184,             0.00043184
                    102,                0.61922,                0.37539,                 0.9879,                0.90914,                0.93915,                0.96386,                0.80104,                0.66754,                 0.3662,                0.96075,               0.000416,               0.000416,               0.000416
                    103,                0.61913,                0.37162,                0.98299,                 0.9224,                0.92801,                0.96622,                0.80148,                0.66678,                 0.3703,                0.96472,             0.00040016,             0.00040016,             0.00040016
                    104,                0.60186,                0.36142,                 0.9732,                0.89527,                0.95204,                0.96841,                0.80756,                 0.6667,                  0.369,                0.96281,             0.00038432,             0.00038432,             0.00038432
                    105,                0.61821,                0.35948,                0.97759,                0.92305,                0.92882,                0.96578,                0.80602,                0.65841,                0.36084,                0.95649,             0.00036848,             0.00036848,             0.00036848
                    106,                0.60894,                0.36261,                0.97785,                0.91492,                 0.9383,                0.96751,                0.80131,                0.66869,                0.36881,                0.96356,             0.00035264,             0.00035264,             0.00035264
                    107,                0.61061,                0.36467,                0.97677,                0.91275,                0.93456,                0.96633,                0.80387,                0.66318,                0.36494,                0.95784,              0.0003368,              0.0003368,              0.0003368
                    108,                0.59931,                0.35239,                0.97823,                0.90511,                0.94184,                0.96588,                0.80444,                0.66228,                0.36119,                0.95776,             0.00032096,             0.00032096,             0.00032096
                    109,                0.60094,                0.35785,                0.97178,                0.91194,                0.94259,                0.96646,                0.80297,                0.66455,                0.35794,                0.95895,             0.00030512,             0.00030512,             0.00030512
                    110,                0.59769,                0.34677,                0.97681,                0.91194,                 0.9393,                0.96633,                0.80349,                0.65838,                0.35854,                0.95455,             0.00028928,             0.00028928,             0.00028928
                    111,                 0.5875,                0.34259,                0.96602,                0.91269,                0.94812,                0.96923,                0.80999,                0.65363,                 0.3508,                0.95356,             0.00027344,             0.00027344,             0.00027344
                    112,                0.59369,                0.34844,                 0.9726,                0.92433,                0.93963,                0.96612,                0.80701,                0.65745,                0.34963,                0.95147,              0.0002576,              0.0002576,              0.0002576
                    113,                0.57911,                0.34011,                0.96294,                0.92668,                0.92997,                0.96437,                0.80487,                0.65227,                0.35544,                0.95066,             0.00024176,             0.00024176,             0.00024176
                    114,                0.57497,                 0.3333,                0.95861,                0.91306,                0.95257,                0.96735,                0.80872,                0.64999,                0.35068,                0.95369,             0.00022592,             0.00022592,             0.00022592
                    115,                0.59882,                0.34633,                0.97494,                0.92247,                0.94255,                0.96859,                 0.8099,                0.64646,                0.35043,                0.95035,             0.00021008,             0.00021008,             0.00021008
                    116,                0.55876,                0.30149,                 0.9273,                0.92358,                0.94356,                0.96779,                0.80455,                0.65554,                0.35293,                  0.954,             0.00019424,             0.00019424,             0.00019424
                    117,                0.54521,                0.29565,                0.93031,                0.91056,                0.94676,                0.96656,                0.81237,                0.64972,                0.35423,                0.95394,              0.0001784,              0.0001784,              0.0001784
                    118,                0.54771,                0.29044,                0.92557,                0.92148,                0.94719,                0.97066,                0.81192,                0.64173,                0.34656,                0.94998,             0.00016256,             0.00016256,             0.00016256
                    119,                0.54219,                0.28865,                0.92688,                0.91767,                  0.938,                0.96912,                 0.8117,                0.63817,                0.34977,                0.94612,             0.00014672,             0.00014672,             0.00014672
                    120,                0.53689,                0.28434,                0.92462,                0.92578,                0.94519,                0.97136,                0.81312,                0.63907,                0.34426,                0.94751,             0.00013088,             0.00013088,             0.00013088
                    121,                0.54036,                0.28453,                0.93022,                 0.9237,                0.94518,                 0.9697,                0.81265,                0.63699,                0.33989,                0.94542,             0.00011504,             0.00011504,             0.00011504
                    122,                0.53269,                0.27601,                 0.9227,                0.92083,                0.94816,                0.96977,                0.81189,                0.63962,                0.34305,                0.94418,               9.92e-05,               9.92e-05,               9.92e-05
                    123,                0.52751,                 0.2797,                0.92008,                0.92382,                0.94145,                0.96899,                0.81527,                0.63893,                0.34102,                0.94304,              8.336e-05,              8.336e-05,              8.336e-05
                    124,                0.52259,                0.27334,                0.91499,                  0.921,                0.94145,                0.96757,                0.81406,                0.63778,                0.34455,                0.94251,              6.752e-05,              6.752e-05,              6.752e-05
                    125,                0.52172,                0.27493,                0.91796,                0.91785,                0.94925,                0.96991,                0.81576,                0.63829,                 0.3411,                0.94368,              5.168e-05,              5.168e-05,              5.168e-05
